Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,FIPS,CBSA 2020,RUCA,FORHP/ RURAL 2022,PSF PAYMENT,POS CERTIFIED BEDS,POS TOTAL BEDS,CR ACUTE BEDS,PSF BEDS,longitude,latitude
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,1900 SILVER CROSS BLVD,NEW LENOX,IL,60451,WILL,(815) 300-1100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,0,7,0,,8,8,1,7,0,,11,9,0,8,1,,8,8,,12,11,,17197,Metro,1.0,Metro,PPS,304,304,296.0,240.0,-87.984498,41.545494
251317,SIMPSON GENERAL HOSPITAL CAH,1842 SIMPSON HIGHWAY 149,MENDENHALL,MS,39114,SIMPSON,(601) 847-2221,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,5,,28127,Metro,2.0,Rural,CAH,35,35,25.0,,-89.88619,31.969046
210012,SINAI HOSPITAL OF BALTIMORE,2401 WEST BELVEDERE AVENUE,BALTIMORE,MD,21215,BALTIMORE CITY,(410) 601-5131,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,7,0,7,0,,8,8,2,4,2,,11,11,0,9,2,,8,8,,12,9,,24510,Metro,1.0,Metro,PPS,413,413,426.0,433.0,-76.661442,39.353247
230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,WAYNE,(313) 966-3300,Acute Care Hospitals,Proprietary,Yes,Y,Y,1,,7,6,0,6,0,,8,8,2,5,1,,11,10,0,8,2,,8,8,,12,8,,26163,Metro,1.0,Metro,RRC,991,991,281.0,357.0,-83.182259,42.418005
250123,SINGING RIVER GULFPORT,15200 COMMUNITY ROAD,GULFPORT,MS,39503,HARRISON,(228) 575-7000,Acute Care Hospitals,Proprietary,Yes,Y,,1,,7,4,0,4,0,,8,7,0,6,1,,11,9,0,9,0,,8,8,,12,9,,28047,Metro,1.0,Metro,PPS,121,130,100.0,106.0,-89.093321,30.443961
250040,SINGING RIVER HEALTH SYSTEM,2809 DENNY AVENUE,PASCAGOULA,MS,39581,JACKSON,(228) 809-5000,Acute Care Hospitals,Government - Local,Yes,Y,Y,2,,7,7,0,6,1,,8,8,1,6,1,,11,11,0,10,1,,8,8,,12,11,,28059,Metro,1.0,Metro,RRC,551,551,294.0,317.0,-88.532667,30.37637
161346,SIOUX CENTER HEALTH,1101 9TH STREET SE,SIOUX CENTER,IA,51250,SIOUX,(712) 722-1271,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,4,0,4,0,,8,8,,12,4,,19167,Neither,7.0,Rural,CAH,25,25,19.0,,-96.158021,43.066767
330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,4,0,4,0,,8,8,2,6,0,,11,7,1,5,1,,8,8,,12,9,,36029,Metro,1.0,Metro,PPS,413,413,398.0,410.0,-78.848353,42.928866
511304,SISTERSVILLE GENERAL HOSPITAL,314 SOUTH WELLS STREET,SISTERSVILLE,WV,26175,TYLER,(304) 652-2611,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,5,,54095,Neither,10.0,Rural,CAH,25,25,6.0,1.0,-81.004001,39.558666
500003,SKAGIT VALLEY HOSPITAL,1415 E KINCAID STREET,MOUNT VERNON,WA,98274,SKAGIT,(360) 424-4111,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,3,,7,6,0,6,0,,8,7,1,6,0,,11,10,1,9,0,,8,8,,12,11,,53057,Metro,1.0,Metro,RRC,234,234,137.0,119.0,-122.324193,48.418707
380050,SKY LAKES MEDICAL CENTER,2865 DAGGETT AVENUE,KLAMATH FALLS,OR,97601,KLAMATH,(541) 274-6150,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,4,,7,6,0,6,0,,8,7,1,5,1,,11,10,0,10,0,,8,8,,12,11,,41035,Micro,4.0,Rural,SCH/RRC,176,176,90.0,84.0,-121.785319,42.252821
60112,SKY RIDGE MEDICAL CENTER,10101 RIDGEGATE PKWY,LONE TREE,CO,80124,DOUGLAS,(720) 225-1000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,5,,7,6,1,5,0,,8,8,1,7,0,,11,10,0,10,0,,8,8,,12,10,,8035,Metro,1.0,Metro,PPS,186,186,273.0,273.0,-104.873132,39.528285
501315,SKYLINE HOSPITAL,211 SKYLINE DRIVE,WHITE SALMON,WA,98672,KLICKITAT,(509) 491-1101,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,1,,53039,Neither,4.0,Rural,CAH,25,25,14.0,,-121.471673,45.722518
241327,SLEEPY EYE MEDICAL CENTER,400 FOURTH AVENUE NORTHWEST,SLEEPY EYE,MN,56085,BROWN,(507) 794-3571,Critical Access Hospitals,Government - Local,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,1,2,0,,8,Not Available,5.0,12,3,,27015,Micro,7.0,Rural,CAH,16,16,16.0,,-117.593135,36.271211
331322,"SLHS MASSENA, INC",1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 769-4234,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,5.0,Not Available,Not Available,5.0,36089,Micro,4.0,Rural,SCH,25,25,25.0,24.0,-71.30068,42.645383
190040,SLIDELL MEMORIAL HOSPITAL,1001 GAUSE BLVD,SLIDELL,LA,70458,ST. TAMMANY,(985) 643-2200,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,3,,7,7,0,7,0,,8,6,0,6,0,,11,10,0,10,0,,8,8,,12,11,,22103,Metro,1.0,Metro,PPS,293,293,231.0,214.0,-89.770414,30.283784
171377,SMITH COUNTY MEMORIAL HOSPITAL,921 E. HIGHWAY 36,SMITH CENTER,KS,66967,SMITH,(785) 282-6845,Critical Access Hospitals,Government - Local,Yes,Y,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,4,1,3,0,,8,8,,12,3,,20183,Neither,10.0,Rural,CAH,25,25,16.0,,-83.682445,38.072959
351327,SMP HEALTH ST ALOISIUS,325 E BREWSTER ST,HARVEY,ND,58341,WELLS,(701) 324-4651,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,1,1,,8,Not Available,5.0,12,4,,38103,Neither,10.0,Rural,CAH,25,25,25.0,,-99.93172,47.766288
490038,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,MARION,VA,24354,SMYTH,(276) 378-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,9,0,9,0,,8,8,,12,6,,51173,Neither,7.0,Rural,MDH,170,170,20.0,27.0,-81.488633,36.851785
501338,SNOQUALMIE VALLEY HOSPITAL,9801 FRONTIER AVE SE,SNOQUALMIE,WA,98065,KING,(425) 831-2300,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,1,0,1,0,,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,2,,53033,Metro,2.0,Metro,CAH,25,25,25.0,,-121.885602,47.512794
321301,SOCORRO GENERAL HOSPITAL,1202 HIGHWAY 60 WEST,SOCORRO,NM,87801,SOCORRO,(575) 835-1140,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,12,6,,35053,Neither,7.0,Rural,CAH,24,24,24.0,,-93.297255,44.294335
360360,SOIN MEDICAL CENTER,3535 PENTAGON PARK BLVD,BEAVER CREEK,OH,45431,GREENE,(937) 702-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,5,0,5,0,,8,6,1,5,0,,11,7,0,6,1,,8,8,,12,11,,39057,Metro,1.0,Metro,RRC,160,206,120.0,101.0,-84.084204,39.763835
331314,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,418 NORTH MAIN STREET,PENN YAN,NY,14527,YATES,(315) 787-4175,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,12,6,,36123,Metro,7.0,Rural,CAH,35,35,25.0,,-77.061011,42.670987
50090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,CA,95476,SONOMA,(707) 935-5000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,,2,,7,3,0,3,0,,8,2,0,2,0,,11,5,0,5,0,,8,8,,12,10,,6097,Metro,4.0,Rural,PPS,56,83,24.0,47.0,-122.465422,38.288163
40088,SOUTH ARKANSAS REGIONAL HOSPITAL LLC,700 WEST GROVE STREET,EL DORADO,AR,71730,UNION,(870) 863-2000,Acute Care Hospitals,Proprietary,Yes,Y,Y,4,,7,6,0,6,0,,8,4,0,4,0,,11,8,2,6,0,,8,8,,12,10,,5139,Micro,4.0,Rural,SCH/RRC,149,149,105.0,105.0,-92.671016,33.220522
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,BALDWIN,(251) 949-3400,Acute Care Hospitals,Proprietary,Yes,Y,Y,5,,7,6,0,6,0,,8,6,1,5,0,,11,8,2,6,0,,8,8,,12,11,,1003,Metro,4.0,Rural,RRC,112,112,112.0,106.0,-87.684714,30.426287
330196,SOUTH BROOKLYN HEALTH,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,KINGS,(718) 616-3000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,1,,7,6,0,6,0,,8,6,1,5,0,,11,7,0,3,4,,8,8,,12,9,,36047,Metro,1.0,Metro,PPS,371,371,252.0,269.0,-73.964791,40.585956
190307,SOUTH CAMERON MEMORIAL HOSPITAL,5360 WEST CREOLE HWY,CAMERON,LA,70631,CAMERON,(337) 542-4111,Acute Care Hospitals,Proprietary,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,Not Available,5.0,22023,Metro,2.0,Rural,SCH,49,49,25.0,25.0,-93.165746,29.808445
351321,SOUTH CENTRAL HEALTH,1007 4TH AVE S,WISHEK,ND,58495,MCINTOSH,(701) 452-2326,Critical Access Hospitals,Government - Local,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,4,,38051,Neither,10.0,Rural,CAH,24,24,24.0,,-99.551334,46.255704
250058,SOUTH CENTRAL REG MED CTR,1220 JEFFERSON ST BOX 607,LAUREL,MS,39440,JONES,(601) 426-4000,Acute Care Hospitals,Government - Local,Yes,Y,Y,2,,7,6,0,5,1,,8,8,1,7,0,,11,9,1,6,2,,8,8,,12,11,,28067,Micro,4.0,Rural,SCH/RRC,285,285,268.0,252.0,-89.147245,31.693213
260210,SOUTH CITY HOSPITAL,3933 S BROADWAY,SAINT LOUIS,MO,63118,ST. LOUIS CITY,(314) 865-7000,Acute Care Hospitals,Proprietary,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,2,0,2,0,,11,1,0,1,0,,8,8,,12,5,,29510,Metro,1.0,Metro,PPS,563,563,147.0,146.0,-90.228682,38.583582
410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,RI,2879,WASHINGTON,(401) 782-8020,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,5,0,5,0,,8,5,1,4,0,,11,9,0,8,1,,8,8,,12,10,,44009,Metro,1.0,Metro,PPS,100,100,79.0,72.0,-71.496389,41.43099
100132,SOUTH FLORIDA BAPTIST HOSPITAL,301 N ALEXANDER ST,PLANT CITY,FL,33563,HILLSBOROUGH,(813) 757-1200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,5,0,5,0,,8,6,1,5,0,,11,8,0,8,0,,8,8,,12,8,,12057,Metro,1.0,Metro,PPS,147,147,128.0,123.0,-82.138627,28.015335
531315,SOUTH LINCOLN MEDICAL CENTER - CAH,711 ONYX STREET,KEMMERER,WY,83101,LINCOLN,(307) 877-4401,Critical Access Hospitals,Government - Hospital District or Authority,No,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,12,2,,56023,Neither,7.0,Rural,CAH,16,16,14.0,,-110.541547,41.789754
291314,SOUTH LYON MEDICAL CENTER,213 S WHITACRE/PO BOX 940,YERINGTON,NV,89447,LYON,(775) 781-3761,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,4,,32019,Micro,7.0,Rural,CAH,14,14,14.0,,-119.131304,38.811278
100154,SOUTH MIAMI HOSPITAL,6200 SW 73RD ST,SOUTH MIAMI,FL,33143,MIAMI-DADE,(786) 662-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,7,0,7,0,,8,7,1,6,0,,11,8,1,5,2,,8,8,,12,10,,12086,Metro,1.0,Metro,PPS,436,436,375.0,356.0,-80.294505,25.702629
41316,SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER,611 WEST LEE AVENUE,OSCEOLA,AR,72370,MISSISSIPPI,(870) 563-7000,Critical Access Hospitals,Government - Local,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,12,4,,5093,Micro,7.0,Rural,CAH,25,25,25.0,,-89.975714,35.699845
21313,SOUTH PENINSULA HOSPITAL,4300 BARTLETT ST,HOMER,AK,99603,KENAI PENINSULA,(907) 235-8101,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,4,0,4,0,,8,8,,12,8,,2122,Neither,10.0,Rural,CAH,22,22,21.0,,-151.549977,59.652713
360144,SOUTH POINTE HOSPITAL,20000 HARVARD ROAD,WARRENSVILLE HEIGHTS,OH,44122,CUYAHOGA,(216) 491-6000,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,,4,,7,3,1,2,0,,8,6,0,6,0,,11,9,0,7,2,,8,8,,12,8,,39035,Metro,1.0,Metro,PPS,180,180,172.0,161.0,-116.645133,34.832824
140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,COOK,(773) 356-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,2,0,2,0,,8,4,0,3,1,,11,2,0,2,0,,8,Not Available,5.0,12,5,,17031,Metro,1.0,Metro,PPS,137,137,122.0,117.0,-87.569441,41.74944
140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,COOK,(773) 356-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,2,0,2,0,,8,4,0,3,1,,11,2,0,2,0,,8,Not Available,5.0,12,5,,25021,Metro,1.0,Metro,RRC,284,284,374.0,343.0,-87.569441,41.74944
220100,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,2190,NORFOLK,(781) 340-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,6,2,4,0,,8,7,1,5,1,,11,8,0,6,2,,8,8,,12,11,,17031,Metro,1.0,Metro,PPS,137,137,122.0,117.0,-70.953468,42.175537
220100,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,2190,NORFOLK,(781) 340-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,6,2,4,0,,8,7,1,5,1,,11,8,0,6,2,,8,8,,12,11,,25021,Metro,1.0,Metro,RRC,284,284,374.0,343.0,-70.953468,42.175537
250095,SOUTH SUNFLOWER COUNTY HOSPITAL,121 EAST BAKER STREET,INDIANOLA,MS,38751,SUNFLOWER,(662) 887-5235,Acute Care Hospitals,Government - Local,Yes,Y,Y,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,4,1,3,0,,8,Not Available,5.0,12,8,,28133,Micro,4.0,Rural,SCH,69,69,46.0,40.0,-90.649565,33.457579
450856,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,18600 NORTH HARDY OAK BLVD,SAN ANTONIO,TX,78258,BEXAR,(210) 404-0800,Acute Care Hospitals,Physician,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,2,0,2,0,,11,3,0,3,0,,8,8,,12,4,,48029,Metro,1.0,Metro,PPS,30,30,28.0,28.0,-98.497426,29.634097
21314,SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM,222 TONGASS DR,SITKA,AK,99835,SITKA BOROUGH,(907) 966-2411,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,3,,2220,Neither,7.0,Rural,CAH,25,25,27.0,,-135.35498,57.051516
110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,GLYNN,(912) 466-7000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,,1,,7,6,0,6,0,,8,8,1,6,1,,11,10,0,10,0,,8,8,,12,10,,13127,Metro,1.0,Metro,SCH/RRC,300,300,300.0,294.0,-81.484594,31.174253
10001,SOUTHEAST HEALTH MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,(334) 793-8701,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,3,,7,7,1,6,0,,8,7,2,5,0,,11,11,1,8,2,,8,8,,12,10,,1069,Metro,1.0,Metro,RRC,420,420,353.0,316.0,-85.362892,31.216067
160057,SOUTHEAST IOWA REGIONAL MEDICAL CENTER,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,IA,52655,DES MOINES,(319) 768-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,6,0,6,0,,8,7,1,6,0,,11,10,2,8,0,,8,8,,12,11,,19057,Micro,4.0,Rural,SCH/RRC,173,173,174.0,129.0,-91.173579,40.808935
360203,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,1341 NORTH CLARK STREET,CAMBRIDGE,OH,43725,GUERNSEY,(740) 439-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,3,0,3,0,,8,5,0,4,1,,11,8,0,8,0,,8,8,,12,11,,39059,Micro,4.0,Rural,SCH,221,221,86.0,91.0,-123.05523,45.52244
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,ROBESON,(910) 671-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,1,,7,7,0,7,0,,8,6,1,5,0,,11,10,0,7,3,,8,8,,12,9,,37155,Micro,4.0,Rural,SCH/RRC,314,314,179.0,245.0,-96.999246,39.71614
110233,"SOUTHEASTERN REGIONAL MEDICAL CENTER, INC",600 CELEBRATE LIFE PARKWAY NORTH,NEWNAN,GA,30265,COWETA,(404) 844-8334,Acute Care Hospitals,Proprietary,No,,,5,,7,Not Available,Not Available,Not Available,Not Available,5.0,8,4,1,3,0,,11,5,0,5,0,,8,8,,12,5,,13077,Metro,,Metro,PPS,25,25,50.0,47.0,-84.713133,33.418686
50135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,(323) 462-2271,Acute Care Hospitals,Proprietary,Yes,,,4,,7,6,1,5,0,,8,5,3,2,0,,11,6,0,4,2,,8,8,,12,8,,6037,Metro,1.0,Metro,PPS,579,579,545.0,556.0,-118.325346,34.096722
381304,SOUTHERN COOS HOSPITAL & HEALTH CENTER,900 11TH STREET SE,BANDON,OR,97411,COOS,(541) 347-2426,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,41011,Micro,7.0,Rural,CAH,24,24,17.0,,-124.402379,43.112696
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET RD,LAS VEGAS,NV,89148,CLARK,(702) 880-2100,Acute Care Hospitals,Proprietary,Yes,Y,,4,,7,6,2,4,0,,8,7,2,5,0,,11,8,0,8,0,,8,8,,12,8,,32003,Metro,1.0,Metro,PPS,246,246,205.0,195.0,-115.2967,36.071517
51302,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,CA,93545,INYO,(760) 876-5501,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,2,,6027,Neither,10.0,Rural,CAH,25,25,4.0,,-93.610753,41.58946
200019,SOUTHERN MAINE HEALTH CARE,1 MEDICAL CENTER DRIVE,BIDDEFORD,ME,4005,YORK,(207) 283-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,6,0,6,0,,8,7,0,7,0,,11,7,1,6,0,,8,8,,12,12,,23031,Metro,1.0,Metro,PPS,150,150,140.0,135.0,-72.272131,43.67536
300020,SOUTHERN NH MEDICAL CENTER,8 PROSPECT STREET,NASHUA,NH,3060,HILLSBOROUGH,(603) 577-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,6,0,6,0,,8,7,1,6,0,,11,8,0,6,2,,8,8,,12,9,,33011,Metro,1.0,Metro,PPS,188,188,138.0,136.0,-72.637348,41.779251
310113,SOUTHERN OCEAN MEDICAL CENTER,1140 RT 72 W,MANAHAWKIN,NJ,8050,OCEAN,(609) 597-6011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,6,0,6,0,,8,7,1,5,1,,11,10,0,9,1,,8,8,,12,10,,34029,Metro,1.0,Metro,PPS,156,156,147.0,137.0,-74.284505,39.720657
360008,SOUTHERN OHIO MEDICAL CENTER,1805 27TH STREET,PORTSMOUTH,OH,45662,SCIOTO,(740) 356-5788,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,4,,7,7,0,7,0,,8,7,1,6,0,,11,11,0,11,0,,8,8,,12,11,,39145,Micro,4.0,Rural,SCH/RRC,237,237,192.0,173.0,-82.979485,38.753507
110165,SOUTHERN REGIONAL MEDICAL CENTER,"11 UPPER RIVERDALE ROAD, SW",RIVERDALE,GA,30274,CLAYTON,(770) 991-8160,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,1,,7,3,0,2,1,,8,5,1,4,0,,11,4,0,3,1,,8,8,,12,9,,13063,Metro,1.0,Metro,PPS,376,376,244.0,236.0,-84.389191,33.577946
440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,1607 SOUTH LOCUST AVENUE,LAWRENCEBURG,TN,38464,LAWRENCE,(931) 762-6571,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,4,,7,4,0,4,0,,8,2,0,2,0,,11,6,0,6,0,,8,8,,12,9,,47099,Micro,4.0,Rural,MDH,96,96,89.0,85.0,-81.149892,33.299743
440020,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,1265 E COLLEGE ST,PULASKI,TN,38478,GILES,(931) 363-7531,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,2,0,2,0,,8,3,0,3,0,,11,6,1,5,0,,8,8,,12,8,,47055,Neither,7.0,Rural,MDH,95,95,81.0,79.0,-87.004188,35.189498
440058,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,185 HOSPITAL ROAD,WINCHESTER,TN,37398,FRANKLIN,(931) 967-8295,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,5,0,5,0,,8,4,1,3,0,,11,7,0,7,0,,8,8,,12,10,,47051,Micro,4.0,Rural,PPS,152,152,128.0,124.0,-86.090046,35.176718
360155,SOUTHWEST GENERAL HEALTH CENTER,18697 BAGLEY ROAD,MIDDLEBURG HEIGHTS,OH,44130,CUYAHOGA,(440) 816-4012,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,1,6,0,,8,7,1,6,0,,11,11,1,9,1,,8,8,,12,11,,39035,Metro,1.0,Metro,PPS,346,346,191.0,191.0,-81.832558,41.369821
521354,SOUTHWEST HEALTH CENTER,1400 EAST SIDE RD,PLATTEVILLE,WI,53818,GRANT,(608) 348-2331,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,2,0,2,0,,11,2,0,2,0,,8,8,,12,5,,55043,Micro,4.0,Rural,CAH,25,25,25.0,,-77.314463,37.515363
